_id,avg_salary
greenja01,2604627.25
greenje02,6743074.3
greenke02,245633.0
greenli01,212500.0
greenor01,371679.0
greenri01,240285.71
greense01,295000.0
greensi02,800000.0
greenta01,427163.0
greenwi01,2133931.45
greerly01,664209.0
gregocl01,75000.0
greveke01,383000.0
griffad01,925572.8
griffbl01,14021256.33
griffda01,686600.0
griffed01,2182972.29
griffta01,457588.0
grimmde01,242000.0
grunfer01,262500.0
gudmupe01,225000.0
guglito01,6199579.62
guibean01,175000.0
guidija01,195000.0
gutiejo01,180565.0
guytoaj01,267189.0
haddaha01,1266666.67
haffnsc01,75000.0
hairsma01,543755.5
hairspj02,787564.67
haislma01,1157711.4
haleyja01,305250.0
hallmi01,135895.0
hamda01,857301.25
hamerst01,220000.0
hamiljo02,733403.8
hamilju01,1605494.0
hamilri01,6441139.76
hamilta01,60881.0
hamilth01,510000.0
hamilze01,481024.4
hammige01,250000.0
hammoaj01,981305.5
hammoto01,1065000.0
hancoda01,207500.0
handlbe01,201011.0
hansbbe01,473604.0
hansbty01,2392296.86
hansebo01,367142.86
hansetr01,366931.0
hanzlbi01,395266.4
haranlu01,763396.0
hardaan01,8604938.71
hardati01,3589337.69
hardati02,4506705.0
hardeja01,13089987.56
harklma01,4579230.83
harpede01,1340692.86
harpeju01,348222.25
harpero01,2599692.31
harprma01,4018086.75
harrejo01,570698.0
harremo01,1172127.33
harriaa01,358414.33
harriad01,140636.0
harrial01,5017767.72
harrian01,1128805.5
harrida01,1107229.0
harride01,5262233.43
harriga01,1828153.75
harrijo01,1058668.5
harriju01,478353.33
harrilu01,1664166.67
harrima01,238680.0
harrimi01,64978.0
harriot01,2197745.45
harrish01,267160.0
harrist01,170000.0
harrite01,330130.0
harrito01,150000.0
harrito02,8009867.71
hartja01,1053592.91
hartjo01,1394520.0
harvean01,377463.88
harvedo01,861409.75
haskisc01,1073000.0
hasleud01,3865019.93
hassetr01,3064881.22
hastisc01,331428.57
hastoki01,1271360.0
hawessp01,4342913.36
hawkihe01,2350092.31
hawkiju01,587435.0
hawkimi01,412843.0
hayesch01,3076754.2
hayesja01,1910955.29
hayesni01,60884.0
hayesst01,100000.0
haywago01,10875974.12
haywala01,843243.25
haywobr01,4051648.31
headlu01,1164389.83
healsh01,259871.67
hendeal01,4212213.33
hendece02,1720000.0
hendeda01,75000.0
hendege01,272312.5
hendege02,4156983.0
hendejr01,287500.0
hendeke01,75000.0
hendrma01,244921.33
henryca01,85000.0
henryco01,120000.0
henryxa01,1899260.0
hensojo01,5433220.5
hensost01,248062.5
hernaju01,2032140.0
hernawi01,1405375.0
herreca01,1209722.22
herrech01,309422.0
herrmwa01,1914666.67
hezonma01,3909880.0
hibbero01,7853795.78
hicksjj01,3017080.44
hieldbu01,3596340.0
higgico01,259219.5
higgiro01,258225.0
higgise01,334450.0
hilarne01,8070258.06
hillge01,6533140.0
hillgr01,7518665.79
hilljo01,4014508.38
hillso01,5477230.6
hillst01,148238.0
hillty01,3643302.07
hinriki01,5514789.85
hinsoro01,851050.0
hitero01,412718.0
hobsoda01,174481.0
hodgecr01,370000.0
hodgedo01,766000.0
hodgeju01,1191780.0
hoibefr01,948370.82
holcora01,52033.0
holidjr01,8249462.56
holidju01,1848715.75
holliro01,1400820.67
holliry01,1219542.0
holmeri01,1182404.33
holtomi01,223333.33
honeyje01,353333.33
honeyty01,561625.0
hoodde01,49721.0
hoodro01,1608046.0
hoppeda01,293750.0
hopsode01,745837.5
hopsosc01,74159.0
horfoal01,11981774.73
horfoti01,53500.0
hornaje01,2163533.33
hornede01,91642.0
horryro01,3359062.5
houseed01,1179881.0
houstal01,9042807.69
houstby01,650000.0
hovasto01,6140.0
howarbr01,200000.0
howardw01,15268990.14
howarjo01,4044277.8
howarju01,7212649.19
howarst01,197783.33
hubbaph01,331265.0
hudsole01,160388.0
hudsotr01,2427953.33
huertma01,1012546.5
huestjo01,1267700.67
huffmna01,852364.5
hugheed01,100000.0
hughela01,6526579.85
hugheri01,177830.0
hugheri02,115423.0
hummero01,515000.0
humphja01,979062.5
humphkr01,4442018.43
humphry01,1143400.0
huntebr01,493488.5
huntech01,632455.0
hunteli01,2037682.35
hunteot01,374839.0
huntest01,2236536.6
hurlebo01,2825000.0
hustoge01,90000.0
iavarma01,180000.0
ibakase01,8347487.89
iguodan01,9724219.57
ilgauzy01,8891980.21
ilicmi01,832000.0
ilyaser01,4484683.92
inglejo01,4785925.0
inglida01,837500.0
ingraan01,13824.0
ingrabr01,5400540.0
irvinby01,375000.0
irvinky01,10657859.71
isaacjo01,4186320.0
isselda01,614000.0
iuzzomi01,174500.0
iversal01,10299629.67
iveyro01,907274.22
iwundwe01,1050000.0
jackja01,3162062.53
jacksaa01,4608.0
jacksbo01,3057447.33
jacksce01,53834.0
jacksda01,680269.67
jacksfr01,815615.0
jacksja01,1150609.57
jacksje01,450674.8
jacksji01,2403500.85
jacksjo02,5090040.0
jacksju01,2365560.0
jackslu02,1237055.2
jacksma01,2243061.11
jacksma02,3527424.14
jacksmi02,115000.0
jackspi01,418499.33
jacksra02,201500.0
jacksre01,7260093.14
jacksst02,5279019.54
jacobca01,778463.8
jacobsa01,414245.4
jamerda01,681600.0
jamesbe01,603646.25
jamesda01,816552.67
jameshe01,393350.0
jamesje01,4475515.0
jamesle01,15801364.8
jamesmi01,3229197.4
jamesti01,613723.0
jamisan01,8909099.75
jamisha01,450937.5
jaricma01,4850000.0
jasiksa01,4000000.0
jawaina01,589267.0
jeffeal01,9501377.5
jeffeam01,4608.0
jeffech01,811080.0
jeffeco01,464392.5
jefferi01,6444975.56
jeffrja01,3684420.45
jenkich01,617899.5
jenkiho01,385277.0
jenkijo01,1045424.2
jennibr01,4050734.0
jennike01,246875.0
jentch01,248750.0
jepsele01,504250.0
jerebjo01,3691087.0
jerregr01,881878.5
jetereu01,473604.0
jianlyi01,2347656.0
johnsal01,550087.0
johnsam01,5927920.77
johnsan02,1603801.17
johnsar02,617899.5
johnsav01,2426693.33
johnsbr01,45058.5
johnsbr02,1302540.0
johnsbu01,521666.67
johnsca01,168035.0
johnsch03,457992.0
johnsch04,268441.8
johnscl01,440000.0
johnsda01,575000.0
johnsda03,192228.0
johnsda04,815615.0
johnsde01,713875.0
johnsde02,111871.0
johnsde03,1326263.14
johnsed02,383000.0
johnsed03,771284.62
johnser02,2486665.69
johnsfr01,304500.0
johnsge02,70000.0
johnsiv01,486933.0
johnsja01,3863350.75
johnsja02,1081380.0
johnsjo02,11581095.05
johnske01,106000.0
johnske02,2882554.55
johnske03,349458.0
johnsla02,6927738.0
johnsli01,481168.0
johnsma01,1000000.0
johnsma02,2626984.44
johnsmi01,281500.0
johnsni01,777608.67
johnsom01,27648.0
johnsor01,362579.0
johnsst03,592250.0
johnsst04,2969880.0
johnstr01,138464.0
johnsty01,3215413.75
johnsvi01,673814.78
johnswe01,3315660.38
jokicni01,1376627.33
jonesal01,332817.0
jonesas01,150000.0
jonesbo01,500000.0
jonesbo02,395368.67
jonesca01,289375.0
jonesch01,417812.5
jonesch02,216840.0
jonesch03,336250.0
jonesda01,1811575.58
jonesda02,1385940.85
jonesda03,1242085.5
jonesde01,473504.0
jonesdo01,813245.33
jonesdo02,1193320.0
jonesdw02,470098.25
jonesed01,220000.0
jonesed02,6328388.88
jonesfr01,1971036.29
jonesja02,1987356.54
jonesju01,1210836.62
joneske01,390027.0
jonesma01,65000.0
jonespe01,1321471.5
jonespo01,1569208.0
jonesso01,823133.43
joneste01,1405411.33
jonesty01,1364380.67
jordaad01,350000.0
jordade01,10848788.9
jordaje01,694423.5
jordami01,6219000.0
jordare01,343250.0
josepco01,3891163.0
josepga01,316969.0
josepkr01,189442.0
kamanch01,6655951.38
kaminfr01,2730033.33
kanteen01,10412747.71
kaponja01,3165891.44
karasse01,1533840.0
karlco01,260792.67
kasunma01,662292.67
kaunsa01,1316710.0
keefead01,2071111.11
kelleri01,200000.0
kellocl01,466000.0
kellyry01,1264159.33
kempsh01,6104864.2
kemptti01,386812.5
kennalu01,2759280.0
kennedj01,50000.0
kernejo01,238666.67
kerrst01,1128214.29
kerseje01,1075535.71
kesslal01,1161600.0
ketnela01,257919.0
keysra01,311666.67
khryavi01,1304089.5
kiddgmi01,7793487.33
kiddja01,9877656.21
kilpase01,678731.11
kimblbo01,1110000.0
kimbrst01,133000.0
kingal01,551000.0
kingbe01,1427444.44
kingch01,225000.0
kingfr01,200000.0
kingge02,474750.0
kingji02,315000.0
kingre01,500000.0
kingri01,675000.0
kingst01,1128750.0
kinseta01,476610.67
kirilan01,7695428.43
kirkal01,65000.0
kitegr01,539444.44
kittlke01,6175597.0
klebima01,815615.0
kleinjo01,818017.86
kleizli01,2694367.57
knighbi01,433000.0
knighbr01,2963162.17
knighbr03,7127393.86
knighne01,431583.33
knightr01,2827812.5
kofoeba01,117500.0
koncajo01,1527104.17
kopicjo01,80000.0
korkmfu01,1465920.0
kornefr01,225000.0
korolya01,1768380.0
korveky01,4609830.33
koufoko01,3883929.2
kravtvi01,1500000.0
krstine01,2948774.86
krystla01,431750.0
kukocto01,4729848.69
kupchmi01,1150000.0
kurzro01,429111.0
kutluib01,1680000.0
kuzmaky01,1423560.0
kuzmimi01,2961517.5
kuzmiog01,816482.0
labissk01,1250725.5
laettch01,4391785.71
lafrera01,7648640.18
laimbbi01,986000.0
lambdo01,719436.0
lambje01,3813224.0
lampema01,876333.33
lampje01,83333.33
lamplse01,219411.0
landrca01,4792716.3
landrma01,457588.0
laneje01,391250.0
langan01,1439818.18
langan02,422666.67
langdtr01,1499760.0
langfke01,272316.0
langhda01,394808.0
langja01,771331.0
laproni01,210995.0
larkish01,1528605.5
larueru01,195294.0
lasmest01,48056.0
laudepr01,630066.67
lauvejo01,1683506.25
lavinza01,2411824.25
lawac01,1414801.4
lawalga01,473640.0
